generation,candidate_id,ideology,alpha,is_winner
0,0,76.71166283794724,0.7081153619776038,True
0,1,75.54222641542567,0.6567228340435085,False
0,2,76.54776873429391,0.7489450583049959,False
0,3,77.76823912854204,0.6908770612648716,False
1,0,74.51846379717205,0.6032733948695019,False
1,1,75.54222641542567,0.6567228340435085,True
1,2,76.67529380813282,0.6712831020306617,False
1,3,76.11281778498939,0.6819024219990687,False
2,0,74.51846379717205,0.6032733948695019,True
2,1,77.24542682202434,0.6274878005069895,False
2,2,73.58242846449707,0.5642181306882323,False
2,3,71.95624724688396,0.6645021126258106,False
3,0,68.5348165988249,0.7082758878395268,False
3,1,73.4545748587221,0.6419638574689969,False
3,2,71.5918964235525,0.6543054693207481,False
3,3,71.95624724688396,0.6645021126258106,True
4,0,68.5348165988249,0.7082758878395268,True
4,1,64.89781861804167,0.7423086880585996,False
4,2,69.32450501747931,0.7106294696058123,False
4,3,67.29940330283087,0.6958542851204844,False
5,0,65.7703338267235,0.7081644882361329,False
5,1,64.89781861804167,0.7423086880585996,True
5,2,65.685239816319,0.6571580493529378,False
5,3,64.29978603210951,0.7183424878798248,False
6,0,65.65704537952922,0.753047652263763,False
6,1,64.6022392906984,0.7303202876300197,False
6,2,68.08685496730192,0.7591488495478269,False
6,3,64.29978603210951,0.7183424878798248,True
7,0,62.37572836829913,0.7503241260395099,False
7,1,68.16027956704066,0.6140792057738194,False
7,2,66.72055344191854,0.6315750441563052,False
7,3,64.29978603210951,0.7183424878798248,True
8,0,62.37572836829913,0.7503241260395099,True
8,1,61.61610680020437,0.7901958970109036,False
8,2,60.675035824988896,0.7854522372395899,False
8,3,61.327056163034214,0.8091647485447564,False
9,0,62.643411966433725,0.8204976237853702,False
9,1,65.40657308266897,0.779365816806249,False
9,2,60.675035824988896,0.7854522372395899,True
9,3,62.268225558318804,0.8102593835519696,False
10,0,60.56164439200704,0.7617511927333056,False
10,1,59.06536837665549,0.8533421001449428,False
10,2,60.675035824988896,0.7854522372395899,True
10,3,60.0080309441224,0.6792712247849434,False
11,0,59.73376423845351,0.8090061325206739,False
11,1,59.06536837665549,0.8533421001449428,True
11,2,57.57770764078309,0.8801812913900804,False
11,3,57.23297065412241,0.8373319060328989,False
12,0,57.68494162758992,0.7943484910338119,False
12,1,57.60595935166856,0.8687706973598136,False
12,2,59.20924581930903,0.884955823288355,False
12,3,57.23297065412241,0.8373319060328989,True
13,0,56.13176480699558,0.833701490334765,False
13,1,54.75482752893283,0.7904242753282437,False
13,2,56.78693269035746,0.8443160697344636,False
13,3,57.23297065412241,0.8373319060328989,True
14,0,54.99937439745049,0.8966088697579213,False
14,1,54.75482752893283,0.7904242753282437,True
14,2,57.60079943447732,0.7199526883321052,False
14,3,52.05976250201732,0.6830315234460631,False
15,0,52.030258278408134,0.7012097512863955,False
15,1,49.16062928429054,0.7466512773733736,False
15,2,50.87603655572282,0.6232553363627146,False
15,3,52.05976250201732,0.6830315234460631,True
16,0,49.20817303514128,0.6623062812694536,False
16,1,50.87399049433947,0.6935012628228593,False
16,2,50.26660127141358,0.6093757027727807,False
16,3,52.05976250201732,0.6830315234460631,True
17,0,51.19666347098523,0.7382491019390788,False
17,1,53.838077490163066,0.6749746780338601,False
17,2,49.95668462687725,0.6974503658318264,False
17,3,52.05976250201732,0.6830315234460631,True
18,0,52.59809131472066,0.6589966080418486,False
18,1,53.838077490163066,0.6749746780338601,True
18,2,52.69516678800349,0.6828245968561946,False
18,3,52.25509987120729,0.7278563371940908,False
19,0,53.9818335689038,0.6487433107374366,False
19,1,53.838077490163066,0.6749746780338601,True
19,2,55.41400685643829,0.7705126493977192,False
19,3,52.74524492961588,0.7006287852572097,False
20,0,59.62957716202503,0.8227098821724854,False
20,1,57.44481777206333,0.843509023476984,False
20,2,55.41400685643829,0.7705126493977192,True
20,3,54.06296389956491,0.8079718794439291,False
21,0,55.440907612218794,0.8299851990273656,False
21,1,57.91203053959549,0.7941395730800798,False
21,2,55.84449381191115,0.8285320804792903,False
21,3,54.06296389956491,0.8079718794439291,True
22,0,49.90572811216056,0.8192900408065145,False
22,1,53.88874995963692,0.7885775678455703,False
22,2,54.557187331880385,0.8642911705507927,False
22,3,54.06296389956491,0.8079718794439291,True
23,0,55.15515520296448,0.8703497608173698,False
23,1,53.07624928631895,0.8564362137084601,False
23,2,54.557187331880385,0.8642911705507927,True
23,3,55.05609776218528,0.8019085243982311,False
24,0,58.60393744601808,0.8854898797394904,False
24,1,53.07624928631895,0.8564362137084601,True
24,2,54.41322562473056,0.8764024855574389,False
24,3,54.07721508662769,0.8426475272756448,False
25,0,50.97299356738852,0.8995894567379914,False
25,1,53.07624928631895,0.8564362137084601,True
25,2,55.3840937675434,0.7868335098338057,False
25,3,53.85899218316281,0.9155334190084217,False
26,0,55.974253687115876,0.7427811552237272,False
26,1,51.95954591860089,0.8800235629404309,False
26,2,55.3840937675434,0.7868335098338057,True
26,3,55.63765614019734,0.7164792825466445,False
27,0,49.421557406454106,0.8802115553302058,False
27,1,51.95954591860089,0.8800235629404309,True
27,2,53.06738842148033,0.8380814168694164,False
27,3,50.38266554956513,0.8548214270363328,False
28,0,53.47829812933229,0.914551450593613,False
28,1,54.80042984581693,0.8537320733184595,False
28,2,53.06738842148033,0.8380814168694164,True
28,3,55.220469709172576,0.8530349433491352,False
29,0,59.00782936027626,0.8711938107263578,False
29,1,55.995818620727775,0.8287473061349948,False
29,2,53.900010705084014,0.8542128238687628,False
29,3,55.220469709172576,0.8530349433491352,True
30,0,52.454686317735266,0.8382785773898621,False
30,1,55.867036163770344,0.8630821598379927,False
30,2,53.900010705084014,0.8542128238687628,True
30,3,55.00756466081074,0.8553880531630326,False
31,0,55.31584889623498,0.8807706245378247,False
31,1,55.867036163770344,0.8630821598379927,True
31,2,55.11816296338478,0.8385579802640587,False
31,3,58.94909613032622,0.7432069610310519,False
32,0,54.5492815955322,0.841712207211924,False
32,1,58.69412222829628,0.7752779533839982,False
32,2,55.11816296338478,0.8385579802640587,True
